,Remittance-sending country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,World
29,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626207300884584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0677980638515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.15292726985962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.14962377678964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.836136736541051,51.6439537766766,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.787634769080748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31085167273655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.57513336642023
30,Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962057193467361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26020464033511637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2944942330088542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9554148510399432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.093104271772898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.79616329406541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3209015594668443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.68234004315643
31,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.006777319282987477,0.0,0.002050671229493199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20368518425305013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3878171710523892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12489420976906906,0.0,0.0,0.0,0.0,0.0,0.002321776497601717,0.0,0.0,0.11248776831899725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47087067475664,0.0,0.0,0.008135893166465027,0.0,0.2683615632121891,0.0951900201456718,0.0,0.0,0.0,0.0,0.0,0.06295637487192164,4.031629408875665,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3193123276633738,0.0,0.0074438307637035095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09820722742484639,0.0,0.0,0.0,0.0,0.0,0.0,0.01001737811632033,0.0,0.0,0.0,0.0,0.005615108491995387,0.0,0.0,0.0,0.0,0.0,0.0,0.0026766437322650934,0.0,0.0,0.0,0.052334116610187026,0.0,0.0,0.0,0.0,9.5367988861506,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003436003235971129,0.0,0.0,2.3869849886231354,0.0,0.0,0.0,0.41749193035681476,0.0,0.0,0.0,0.6551875403179159,0.0,4.149707011416511,0.0,0.0,0.001853973109251186,0.0,0.044480809488023916,0.0,0.0,0.0,0.0,0.0,0.0,1.1724343788261808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04987526189608897,0.0,0.0,0.0,0.0,0.013473914294378105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019386128951909908,0.0,0.045522058706660734,0.7235255269049158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.492943080513186
32,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4977860253209392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04334729782802042,0.0,0.0,0.0,0.0,0.0,8.416783701828567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4543017890876415,0.0,0.0,0.0,0.0,0.16021585863414275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06039675319862794,0.0,0.0,0.32850336371841904,0.19184944108371468,0.0,0.0,0.0,0.0,0.0,0.05186485808996064,0.0,0.4726832534951728,0.0,0.0,0.0,0.0,0.0,0.13553014537297203,0.0,0.0,0.0,0.01925438212976366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14980693060187242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00735592622887248,0.0,0.07210963134440164,0.04243306752177326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0991837706244089,0.0,0.0,0.0,0.0,0.0,0.6098331673448114,0.0,0.0,0.0,0.0,0.0,0.01799534182572477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15922945977810624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.21284230222523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08228987535434826,0.4134431582313804,0.0,0.0,0.0,0.0,114.55617283038791,0.0,0.0,0.0,0.0,0.0,302.25521233125676
33,Cameroon,0.0,0.0,0.0,0.0,0.0,0.00022099954183654817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5611747218188474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008956565007804928,0.0,0.0011016166006768858,0.0,0.902411927510607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016265978115417825,0.0,0.0,1.0491285175070877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.10258059950328,0.0,0.0,0.0,0.0,0.0,10.477988204525992,0.10620364805153508,0.0,0.0,0.0,0.0,0.0017962406336479028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.750477550630279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01707339948907095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19862971506846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459721354468161,0.0,0.0,0.0,12.091631059551077,2297.903473977921,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40541608672454466,0.0,0.0,0.0,0.0,16.636257839554442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004258882053683332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006721786357978614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8018885726019468,6.575813431670106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2555.165443455886
34,Canada,4.813628904538902,10.961092098802148,42.99681319523666,0.0,0.0,0.09806580509467265,1.0365402594246218,12.768753169941453,5.175901932576853,0.3422270582543604,103.40981791562133,130.15120001185136,1.510550442446284,0.0,0.0,78.98782010503525,19.012200597566757,5.138678796706925,440.5895703742795,3.654029753216276,0.8618947248950051,275.58740451316527,0.07279865783943265,7.08489606554104,37.259725219476195,0.24912448101187276,31.75938401578049,0.0,22.956996245218583,3.226410562284158,2.1998773603458055,0.3286160543341204,9.280745826024729,3.3147942831813113,0.0,0.0,0.0,0.0,0.0,5.431230733560751,3958.443285645283,98.3821456592989,0.1864572698109785,0.15591312267482865,0.0,17.673750651663248,1.7920233269076404,112.77675176338285,0.0,0.7718135929110178,10.506228478675512,151.1083481724709,94.85215867683443,3.1583020633825067,1.116547862272284,30.481161672236066,35.58264847635931,223.1576556920307,142.3949104362648,0.0,0.0,15.667760485687175,24.70546727317987,0.0,11.088426232345387,37.01074999422506,1245.6630396259832,21.136230138401977,0.0,1.8079899663217307,4.242807094596149,802.7375273075772,78.3816876635679,27.876209750650702,0.0,5.324656710768764,0.0,124.41059872227018,0.9413079714342184,0.14420580906816868,62.95274714248637,138.0160891049493,33.844042004222324,126.4332435530807,428.36869958982993,5.190858948356794,2617.144774462536,33.46946817299045,86.6107570906634,17.309440262681346,19.702887257555755,0.0,68.92200491980101,1121.218516789244,303.5609122060935,127.8133131377619,47.57335295587791,0.5716893671760159,108.60767712850713,0.0,0.0,330.1237726887865,0.0,0.15663857676556567,4.850998717452867,1.7514497421644672,30.695801479955854,810.4984017590892,0.17484672925218123,5.787779506679136,0.0,0.0,16.50987922719662,18.021026232459313,2.903579135834411,4.587950654935032,4.680225121391041,0.16164192415728343,23.57728922238544,0.10913580016392646,3.593384382689695,18.69801183427331,0.0,0.0,16.97598307391313,145.963923769052,0.04298799360027634,12.265494931603246,0.0,2.4656337578115792,0.3246671860215396,108.60209449609737,0.3074672615257842,1.5687681751055884,0.009937083936232468,13.01527988853224,182.2825570244495,20.061027939056824,6.620557111748777,22.673148552368584,0.7578514818691382,398.764077282121,0.0,18.012840597160366,1.9949330522109674,564.8909279450562,0.009429709419729784,11.501139623059004,0.06115932367689755,6.776262963783361,53.85790239796805,2249.4041385680175,336.4277438868277,371.86363149383675,0.0,30.454737714314444,97.97759987890666,48.89008189207873,4.872617971342917,0.038458599485292545,0.0,0.007043434613018481,16.65038202098081,14.812915892630969,55.2079733188212,2.37541284411215,0.9941580460697298,0.0,0.3132543375977705,62.579594342288175,23.13033834264977,0.24490678020670886,0.0,43.90583568401644,0.0,102.85367893812922,493.0437582816766,5.383844082857093,2.7660331768236306,0.0,6.133085606912329,0.7594988604512953,0.005878628176281927,0.04410362991991371,66.68031606558762,91.39449914527934,9.873021102878647,2.60646440509159,54.275751632555895,73.99398080069095,0.0313812806976968,2.965513795830987,0.12827363397953195,28.95114187423962,27.084221166171474,10.100238579614402,0.0,0.0,0.0,56.16241246981691,83.75511232477537,0.0,593.4315979689125,654.581813054042,2.886103207005295,0.0,0.0,5.62838608365139,821.3508455679108,0.0,4.932884782792533,3.6227459685340304,0.7099815087658736,0.0,23324.225288594957
35,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010435531752384559,0.0,0.0,1.03150519947088,0.3608822565741953,0.0,0.0,0.0,0.0,0.2586676657241316,0.0,0.3395966836671425,0.7143420079708802,0.0,5.150096845138056,0.0,0.0,0.0,0.0,0.15048818021413368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8803942158202844,0.0,0.0,0.0,0.0,0.0,0.0,1.1351673704239285,0.0,0.0,0.0,0.7329629949305694,0.0,0.0,0.0,0.033831273800038204,0.0,0.0,0.12377455548017587,0.0,0.0,0.3548374545363788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038796775521340435,0.643813368656327,0.0,0.0,0.0,0.0,0.717170773448006,0.0,0.0,0.0,0.012036667671139475,0.0,0.0,0.0,0.0,0.2840422192354524,0.05423146426802095,14.052307708884573,0.0,0.0,0.0,3.7952148266736243,0.0,0.012358224010062297,0.0,0.2267140000003529,0.0,0.04782214587416312,0.4035089584714651,29.575967629641436,0.11071875419091823,0.0,0.0,0.21384579057431902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02401911871846305,0.0,0.0,0.0,0.0,0.0,0.0,0.11613565368292626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07285454646902274,0.0,0.04152432055533348,1.1752395166902756,0.09390031478037734,0.33029225399349166,0.0,0.0,0.0,0.5530752244579822,0.0,0.6292169894355749,0.0,0.0,0.044532112927759715,12.559304971791605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05037644761115719,0.0,0.33340575118349447,0.0,0.0,0.008973242822102458,0.0,0.023349095772317193,0.0,0.0,0.0,0.0,0.40667521238349463,0.0,0.0,0.05472125066936505,0.4546054017561694,0.0,0.0,0.0,0.15666148693262158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4764955247978353,7.630093485160126,0.0,0.0,0.0,0.021507302261238464,0.0,0.0,0.0,0.0,0.0036517871921726165,0.0,89.72614255466928
36,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0018600794771242806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271240687539097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252266238573096,0.004504069207358971,0.0,0.0,4.79695894572716,0.10048691769222914,0.0,0.0,0.0,0.0,0.0,0.6896332452465987,0.0,0.0,0.05919542102796521,0.0,0.0,0.07018287240285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28688241425565686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.64883797962464,0.0,0.0,0.0,0.0,0.4966691617658425,0.0,0.0,0.0,0.0,0.0,0.0,0.009311523677454952,0.03331732075983883,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1475099852403792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.343643139762627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0537626533183815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36079765163106525,34.40592575072995,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6096628325920563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13873566637858017,6.393224537196098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022943009773068276,0.0,0.0,0.0,0.38749241934653733,0.0,0.0,0.0,0.0,0.0,0.15908894555606976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05340087655973664,1.1286998219716688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10062011564970055,0.0,0.0,119.88273766389764
37,Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.548606475201295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010138956256444654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.686796476160362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.432339847708697,185.1299690109599,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.869959159411124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.668684865067
38,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.272959121542032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.6913842013187264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03357757775195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08347731512434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08139821573705
39,Chile,0.0016584411060298293,0.024481521971390988,0.05726126944961317,0.0,0.0,0.0015755804642709139,0.005363298353591301,34.0971734683237,0.022488627424604564,0.0024110828448312745,5.170281741988914,3.587057100426399,0.001514197985239606,0.0,0.0,0.013131069517994564,0.004911238748205461,0.004535539444874334,19.40564300883605,0.003974807919813544,0.0006815564175557111,0.6866795793517407,0.0021801399793596283,41.1031222715419,0.01443671030260112,0.0031202915424845207,16.148298347149815,0.0,0.13083195702814354,0.0032280386615207712,0.00029327264692369926,0.0011624464611287117,0.0016246911151050632,0.005081479832587408,2.2589853163557003,0.0,0.0,0.0,0.0,0.0,37.75276972049367,35.671381192038176,0.0022383218574634216,9.635103978689662e-05,0.0,2.239585342681952,0.004837225953718901,1.1113128792627214,0.0,0.008788106899921658,0.03138188272150646,1.0492718920204602,1.3642698381329394,0.0,0.010735869342608152,1.248036780787026,44.688934672569395,0.42808609839279865,0.7325540395746882,0.0,0.0,0.1336697978077433,0.004812942498204611,0.03551979025802721,0.0039021824302592394,0.42157515813840385,48.323346380439574,1.3740452700521313,0.0,0.007607799251671337,0.0061735786501212735,28.43831490756034,0.026434977652858706,0.07594978985287819,0.0,0.002776861704033706,0.0,1.6679801569959198,0.001283626743957754,0.003803877648988884,0.010474909465918758,0.08058204396134831,1.3738942880032643,0.03298982317572114,3.113964223665809,0.09245804742620245,2.850996052652869,0.21151507573500866,0.07457533788825671,0.011960941461909765,0.12207676923095928,0.0,1.7173004623650996,15.196403420358468,0.05104153164454727,3.7665783664339756,0.5069375046122311,0.0007083569171219272,0.07890649381386763,0.0,0.0,3.1599923368540312,0.0,0.00013579952273181135,0.013461064577843726,9.12120057489691e-05,0.1534859520432196,2.1537041735564517,0.01609251305065254,0.014463185249751155,0.0,0.0,0.04831322138519027,0.46648433026802033,0.004587671717060976,0.21830408181158206,0.015076294256795996,0.0006147626675289572,0.026537227706617404,0.0029264064389168372,0.27501414236583055,0.03679495533631326,0.0,0.0,0.0042063688796154936,4.179325267313869,0.0006418038281710178,0.01849606298569884,0.0,0.0033628309956278083,0.0,0.2248844835965651,0.010428009304040715,0.00021782682225983938,0.00013904789424611395,0.02717082653353988,1.1499361298400554,0.7715779976560316,0.09619395363563055,0.5451399163918791,0.019529390671399954,0.44371947833270425,0.0,1.2310516462275944,0.009643812732449623,0.6137381763604963,0.0011344132771795024,2.0647469616550285,0.0007122377550971887,1.0530829580274015,293.91185742883476,1.1057349153285878,0.8996268914415153,0.6447959449787172,0.0,0.6281289653577354,0.4281843159511723,0.4430293289647556,0.005130938986710887,0.0,0.0,0.007261923428101616,0.024173638838692,0.032084391683613725,0.0,0.0,0.0002170440003993724,0.0,0.0,0.22584058780253297,0.10555710871448726,0.0,0.0,10.600121750551216,0.0,99.20598590067682,0.03621016829723167,0.02769032862836009,0.03910469703329209,0.0,0.0029109945568331313,0.00018916767228399766,1.7350574535888108e-05,0.0006232979365102877,12.551873067646838,4.922304693283241,0.14854025911238647,0.009507365194003164,0.02072484109648374,0.2582139245111074,0.0,0.030892873590105313,0.4147996533720768,0.0047486450931376175,0.05351468957544113,0.11277022693919515,0.0,0.0,0.0,0.009888554957624774,0.21423068838651052,0.0,9.465086514161845,22.53265212361023,0.9397058184179407,0.0,0.0019041945662969786,2.064468101729494,0.049946419718649514,0.0,0.46916152852020987,0.0,0.0011097069550557882,0.0,840.6537089556658
